"Keyword"	"Explosives"
"POINT-OF-CARE"	1
"POINT-OF-CARE TESTING"	2
"POINT DETECTION"	1
"POISONING"	1
"POISSON'S RATIO?"	1
"POLAR METABOLITES"	1
"POLAR NITROAROMATIC COMPOUNDS"	1
"POLARITY"	1
"POLARIZATION"	1
"POLARIZATION ENHANCEMENT NQR"	1
"POLARIZATION INSENSITIVE"	1
"POLARIZED LIGHT MICROSCOPY (PLM)"	1
"POLIMI"	1
"POLISHING PAD"	1
"POLLUTION"	3
"POLY(ARYLENE-ETHYNYLENE)S"	1
"POLY(DFAMO/AMMO)"	1
"POLY(GUANINE)"	1
"POLY(MELAMINE)"	1
"POLY(METHYL METHACRYLATE) OPTICAL FIBER"	1
"POLY(VDFÒCTFE) COPOLYMER"	1
"POLYACRYLATE"	2
"POLYAMINOFULLERENE NITRATE"	1
"POLYANILINE"	2
"POLYCAPILLARY COLUMN"	1
"POLYCARBOSILANE"	1
"POLYCHLORINATED BIPHENYL-77"	1
"POLYCRYSTAL"	2
"POLYCRYSTALLINE STRUCTURE"	1
"POLYCURCUMIN ACRYLATE"	1
"POLYCURCUMIN METHACRYLATE"	1
"POLYCYCLIC AROMATIC HYDROCARBONS"	1
"POLYETHYLENE (PE)"	1
"POLYETHYLENE GLYCOL"	2
"POLYETHYLENEIMINE"	1
"POLYMER"	10
"POLYMER-BONDED EXPLOSIVE"	4
"POLYMER-BONDED EXPLOSIVE (PBX)"	1
"POLYMER-BONDED EXPLOSIVES"	6
"POLYMER-GLASS COMPOSITE FIBER TAPER PROBE"	1
"POLYMER-MATRIX COMPOSITES (PMCS)"	1
"POLYMER BONDED EXPLOSIVE"	1
"POLYMER BONDED EXPLOSIVES"	3
"POLYMER BONDED EXPLOSIVES (PBXS)"	1
"POLYMER COATING"	1
"POLYMER COMPOSITE"	2
"POLYMER COMPOSITE CANTILEVER"	1
"POLYMER FILMS"	1
"POLYMER NANO-COMPOSITE"	1
"POLYMER OF INTRINSIC MICROPOROSITY"	1
"POLYMER PARTICLES"	1
"POLYMER SENSORY FILM"	1
"POLYMER WAVEGUIDES"	1
"POLYMERASE CHAIN REACTION (PCR)"	1
"POLYMERIC COMPOSITES"	1
"POLYMERISATION INITIATED BY ULTRAVIOLET LIGHT (UV)"	1
"POLYMORPH QUANTIFICATION"	1
"POLYMORPHIC PHASE TRANSITION"	1
"POLYMORPHISM"	2
"POLYNITRO"	1
"POLYNITRO-EXPLOSIVES"	1
"POLYNITRO ARENES"	1
"POLYNITROADAMANTANES"	1
"POLYNITROCUBANES"	1
"POLYNITROGEN COMPOUNDS"	1
"POLYNITROHETEROARENE"	1
"POLYNITROIMIDAZOLE"	1
"POLYNITROTETRAAZABENZIMIDAZOLES"	1
"POLYNOMIAL CHAOS"	1
"POLYPEPTIDE"	1
"POLYPEPTIDES"	1
"POLYPYRROLE"	1
"POLYPYRROLE NANOPARTICLES"	2
"POLYSILOXANE"	1
"POLYSTRENE"	1
"POLYTRAUMA"	1
"POLYTRIAZOLES"	1
"POLYURETHANE"	1
"POLYVINYL ACETATE AZIDE"	1
"POP-PLOT"	1
"PORE"	1
"PORE COLLAPSE"	1
"PORE SHAPE"	1
"POROSITY"	1
"POROUS"	1
"POROUS CARBON"	1
"POROUS CONJUGATED POLYMERS"	1
"POROUS FILM"	1
"POROUS GRAPHITIC CARBON"	2
"POROUS POLYMER"	1
"POROUS POLYMERIC NETWORKS"	1
"POROUS POLYMERS"	1
"POROUS SILICON"	5
"POROUS THIN FILM"	1
"PORPHYRIN"	3
"PORPHYRIN FILMS"	1
"PORTABLE"	3
"PORTABLE 1064 NM RAMAN"	1
"PORTABLE ANALYSIS"	1
"PORTABLE CE"	2
"PORTABLE DETECTORS"	1
"PORTABLE ELECTROCHEMICAL SENSING PLATFORM"	1
"PORTABLE HIGH VOLTAGE POWER SUPPLIES"	1
"PORTABLE INSTRUMENTS"	1
"PORTABLE LOCK-IN AMPLIFIER"	1
"PORTABLE LUMINOMETER"	1
"PORTABLE MASS SPECTROMETER"	1
"PORTABLE RAMAN"	1
"PORTABLE RAMAN SPECTROSCOPY"	2
"PORTABLE SPECTROMETER"	2
"PORTABLE TEST STRIP"	1
"POST-BLAST"	8
"POST-BLAST DEBRIS"	3
"POST-BLAST EXPLOSIVE"	1
"POST-BLAST INVESTIGATION"	1
"POST-BLAST RESIDUES"	7
"POST-BLAST SAMPLES"	1
"POST-CMP CLEANING"	1
"POST-COLUMN"	1
"POST-CONCUSSION SYNDROME"	1
"POST-EXPLOSION RESIDUES"	2
"POST-TRAUMATIC STRESS DISORDER"	1
"POST BLAST"	2
"POST BLAST RESIDUE DETECTION"	1
"POST EXPLOSION RESIDUES"	1
"POSTBLAST"	1
"POSTBLAST ANALYSIS"	1
"POSTBLAST RESIDUES"	3
"POSTERIOR PROBABILITIES"	1
"POSTEXPLOSION"	1
"POSTEXPLOSION ANALYSIS"	1
"POSTTRAUMATIC STRESS DISORDER"	1
"POTASSIUM AND CESIUM SALTS"	1
"POTASSIUM CHLORATE, DECOMPOSITION MECHANISM"	1
"POTASSIUM CHLORIDE"	1
"POTASSIUM FERROCYANIDE TRIHYDRATE"	1
"POTASSIUM IODATE"	1
"POTASSIUM NITROFORM"	1
"POTASSIUM PERCHLORATE"	1
"POTASSIUM SALTS"	2
"POTASSIUM SULFATE"	1
"POTENTIOMETRY"	1
"POUCHED RATS"	1
"POWDER TECHNOLOGY"	1
"POWDERY EMULSION EXPLOSIVE"	1
"POWDERY EXPLOSIVES"	1
"POWDERY SUBSTANCES"	1
"POWER INDEX"	1
"PPE-DERIVATIVE"	1
"PPE/TIO2 COMPOSITES"	1
"PPESK"	1
"PRE-BLAST"	2
"PRE-CONCENTRATION"	1
"PRE-RESONANCE RAMAN SPECTROSCOPY"	1
"PRECIPITATION POLYMERIZATION"	1
"PRECONCENTRATION"	5
"PRECONCENTRATOR"	2
"PRECURSOR"	1
"PRECURSOR/PRODUCT RELATIONSHIP"	1
"PRECURSORS"	1
"PREDICTION"	2
"PREDICTION MODELLING"	1
"PREDICTIVE VALIDITY"	1
"PREFERENTIAL FLOW PATHS"	1
"PREHOSPITAL EMERGENCY CARE"	1
"PREMIXED COMBUSTION"	1
"PREMIXED FLAME"	1
"PREPARATION"	4
"PRESSURE"	2
"PRESSURE-CONDUCTION"	1
"PRESSURE-SENSITIVE ADHESIVE"	1
"PRESSURE DESENSITIZATION"	1
"PRESSURE EXPONENT"	1
"PRESSURE INDEX VALUE"	1
"PRESSURE RELIEF"	1
"PRESSURE WAVES"	1
"PRESSURISED SOLVENT EXTRACTION"	1
"PRESSURIZED SOLVENT EXTRACTION"	1
"PREVENTION"	2
"PREVENTIVE FORENSIC"	1
"PRIMARY BLAST"	1
"PRIMARY ENERGY"	1
"PRIMARY EXPLOSIVE"	1
"PRIMARY EXPLOSIVES"	7
"PRIMER"	1
"PRINCIPAL COMPONENT ANALYSIS (PCA)"	17
"PRINTED E-NOSE"	1
"PRINTING OF STANDARDS"	1
"PRIOR PROBABILITIES"	1
"PRISMANE DERIVATIVES"	1
"PRO-CONVULSANT ACTION"	1
"PROBABILISTIC"	1
"PROBABILISTIC LATENT COMPONENT ANALYSIS"	2
"PROBE TUNING"	1
"PROCESS"	1
"PROCESS CONTROL"	1
"PROCESS INTEGRATION"	1
"PROCESS OPTIMIZATION"	1
"PROCESS SAFETY"	1
"PRODUCT ION"	1
"PRODUCTION CAPACITY"	1
"PRODUCTS CHARACTERIZATION"	1
"PRODUCTS OF DETONATION"	1
"PROFICIENCY TEST"	3
"PROFICIENCY TESTING"	1
"PROMPT _-RAY NEUTRON ACTIVATION ANALYSIS"	1
"PROMPT GAMMA"	1
"PROMPT GAMMA-RAY NEUTRON ACTIVATION ANALYSIS (PGNAA)"	1
"PROMPT GAMMA NEUTRON ACTIVATION (PGNAA)"	1
"PROMPT GAMMA NEUTRON ACTIVATION ANALYSIS"	1
"PROMPT GAMMA RAY NEUTRON ACTIVATION ANALYSIS (PGNAA)"	1
"PROMPT NEUTRONS"	1
"PROPAGATION"	1
"PROPELLANT"	27
"PROPELLANT COMPOUNDS"	1
"PROPELLANT DETECTION"	1
"PROPELLANT RESIDUE"	1
"PROPYLAMINO PROPANOL"	1
"PROTEINS"	1
"PROTEOMICS"	1
"PROTON TRANSFER"	1
"PROTON TRANSFER REACTION MASS SPECTROMETRY"	1
"PROTON TRANSFER REACTIONÒMASS SPECTROMETRY"	1
"PROTOTYPING"	1
"PROVENANCE"	1
"PROXIMAL"	1
"PROXIMAL DETECTION"	1
"PRUSSIAN-BLUE"	1
"PSEUDO-EXPLOSIVES"	1
"PSEUDOKIRCHENERIELLA SUBCAPTATA"	1
"PSEUDOMONADS"	1
"PSEUDOMONAS"	1
"PSEUDOMONAS PUTIDA"	1
"PSEUDOPOLYMORPHISM"	1
"PSEUDOSCENT"	1
"PSI"	2
"PSILOCYBIN/PSILOCIN"	1
"PTR-MS"	1
"PTS NET"	1
"PTSD"	1
"PULL EFFECT"	1
"PULMONARY INJURY"	1
"PULSE AND SUBPULSE"	1
"PULSE HEIGHT DISTRIBUTIONS"	1
"PULSE MODE OPERATION"	1
"PULSE RADIATION"	1
"PULSED-DISCHARGE ELECTRON CAPTURE DETECTOR"	1
"PULSED BEAMS"	1
"PULSED FAST NEUTRON TRANSMISSION SPECTROSCOPY (PFNTS)"	1
"PULSED LASER FRAGMENTATION"	1
"PULSED NEUTRON GENERATOR"	1
"PULSED NEUTRON SOURCE"	1
"PULSED SPIN-LOCKING (PSL) SEQUENCE"	1
"PULSED THZ TDS"	1
"PULVERIZATION"	1
"PUPPIES"	1
"PURE AND DOPED PETN"	1
"PURE ELEMENT SPECTRA"	1
"PYRAZOLE"	1
"PYRAZOLES"	1
"PYRENE"	6
"PYRENE-BASED DERIVATIVES"	1
"PYRIDINE"	2
"PYRIMIDINE"	2
"PYRIMIDINES"	2
"PYRITE"	3
"PYRODEX"	1
"PYRODEX<U+2206>"	1
"PYROLYSIS"	4
"PYROLYSIS MECHANISM"	1
"PYROTECHNIC"	1
"PYROTECHNIC COMPOSITIONS"	1
"PYROTECHNIC CRACKLE"	1
"PYROTECHNIC MECHANICAL DEVICES (PMDS)"	1
"PYROTECHNIC REACTION RESIDUE"	1
"PYROTECHNIC REACTION RESIDUES"	1
"PYROTECHNIC RESIDUES"	2
"PYROTECHNICS"	5
"QCL"	2
"QCM"	2
"QCM SENSORS"	1
"QDS"	1
"QRT-PCR"	1
"QSAR"	1
"QUADROCOPTER"	1
"QUADRUPOLE DIPS"	1
"QUALITY ASSURANCE"	3
"QUALITY OF LIFE"	1
"QUANTIFICATION"	3
"QUANTIFICATION OF TNT AND PLGA"	1
"QUANTITATION"	4
"QUANTITATIVE ANALYSIS"	2
"QUANTITATIVE DETERMINATION"	1
"QUANTITATIVE RISK ANALYSIS"	1
"QUANTITATIVE STRUCTURE-PROPERTY RELATIONSHIPS"	1
"QUANTITATIVELY CONTROL"	1
"QUANTUM CASCADE LASER"	23
"QUANTUM CASCADE LASER BASED SPECTROSCOPY"	1
"QUANTUM CASCADE LASERS"	3
"QUANTUM CHEMICAL CALCULATION"	1
"QUANTUM CHEMISTRY"	6
"QUANTUM DOT"	1
"QUANTUM DOTS"	4
"QUANTUMCASCADE LASER"	1
"QUANTUNM CASCADE LASER"	1
"QUARTZ"	1
"QUARTZ CRYSTAL MICROBALANCE"	3
"QUARTZ CRYSTAL MICROBALANCE (QCM)"	1
"QUARTZ FIBER"	1
"QUARTZ GRAIN SURFACE TEXTURE ANALYSIS (QGSTA)"	1
"QUARTZ MICROBALANCE"	1
"QUASI-STATIC LOADING"	1
"QUENCHING"	5
"QUENCHING CURVE"	1
"QUENCHING EFFICIENCY"	1
"QUENCHING FOR STABLE FLUORESCENT SIGNAL LEVEL, WITH INTEGRATION TIME"	1
"QUESTIONED DOCUMENT"	1
"QUESTIONNAIRE METHODS"	1
"QUEUING THEORY"	1
"QUICK-RUNNING"	1
"QUICK LEARNING"	1
"QUININE SULPHATE"	1
"R ENVIRONMENT"	1
"RADAR"	1
"RADIATION"	1
"RADIATION DETECTION"	1
"RADIATION SAFETY"	1
"RADICAL ANION"	1
"RADICAL CATION"	1
"RADICALS"	1
"RADIO-FREQUENCY IDENTIFICATION (RFID)"	1
"RADIO-FREQUENCY INTERFERENCE MITIGATION"	1
"RADIO FREQUENCY SPECTROSCOPY"	1
"RADIO TRANSCEIVERS"	1
"RADIOACTIVE BEAM"	1
"RADIOACTIVE MATERIAL"	1
"RADIOACTIVITY"	1
"RADIOGRAPHY"	1
"RADIOLOGICAL DISPERSAL DEVICE"	1
"RADIOLOGICAL FORENSICS"	1
"RADIOLOGICAL SAFETY"	1
"RAMAN"	39
"RAMAN ALBEDO"	1
"RAMAN PORTABLE"	1
"RAMAN SCATTERING"	2
"RAMAN SHIFT"	1
"RAMAN SPECTROMETRY"	1
"RAMAN SPECTROSCOPY"	43
"RANDOM FORESTS"	1
"RANGE MANAGEMENT"	1
"RANGELAND GRAZING"	1
"RANGING"	1
"RAPID DETECTION"	2
"RAPID MEASUREMENT"	1
"RAPID PROTOTYPING"	1
"RAPID QUANTITATION"	1
"RARE-EARTH VANADATE NANOPARTICLES"	1
"RARE EARTH DOPING"	1
"RARE EVENT"	1
"RAT MICRONUCLEUS"	1
"RAT MODELS"	1
"RATE OF COMBUSTION"	1
"RATIOMETRIC"	1
"RATIOMETRIC FLUORESCENCE"	1
"RATIOMETRIC FLUORESCENCE SENSORS"	1
"RATIOMETRIC FLUORESCENT PROBES"	1
"RATIOMETRIC SENSING"	1
"RAW 264.7 CELLS"	1
"RAW TNT"	1
"RAYLEIGH SCATTERING (RS)"	1
"RDX AND TNT EXPLOSIVES"	1
"RDX CRYSTAL"	1
"RDX DEFECT STRUCTURE"	1
"RDX/BAMO-THF NANOCOMPOSITES"	1
"RDX/GAP NANOCOMPOSITES"	1
"RDXFV"	1
"REACTING EXPLOSIVE"	1
"REACTION HAZARD"	1
"REACTION HAZARDS"	1
"REACTION KINETICS"	2
"REACTION MECHANISM"	2
"REACTION MECHANISMS"	1
"REACTION MODEL"	2
"REACTION SCHEMES"	1
"REACTION THRESHOLD"	1
"REACTION ZONE THICKNESS"	1
"REACTIVE CHEMICALS"	1
"REACTIVE DESI-MS"	1
"REACTIVE FLOW"	1
"REACTIVE MATERIALS"	3
"REACTIVE METALS"	1
"REACTIVE SYSTEMS SCREENING TOOL (RSST)"	1
"REACTIVE TWO-PHASE FLOW"	1
"REACTIVITY"	2
"REAL-TIME SPECTROSCOPY"	1
"REAL-TIME T-RFLP"	1
"REAL-WORLD SAMPLE ANALYSIS"	1
"REAL SAMPLE ANALYSIS"	1
"REAL WEAPONS"	1
"REAXFF/LG"	1
"RECALCITRANT ORGANIC COMPOUNDS"	1
"RECENT CE"	1
"RECEPTOR"	3
"RECEPTOR-FREE SENSING"	1
"RECIPROCAL FREQUENCY COUNTING"	1
"RECOGNITION"	1
"RECOGNITION MECHANISM"	1
"RECOMMENDER SYSTEMS"	1
"RECOVERY"	3
"RECRYSTALLIZATION"	1
"RECYCLABILITY"	1
"RECYCLABLE"	1
"RED GREEN BLUE (RGB) ANALYSIS"	1
"RED GREEN BLUE COLOUR SYSTEM"	1
"RED WATER"	1
"REDOX POTENTIAL"	1
"REDOX REACTIONS"	1
"REDUCED GRAPHENE"	1
"REDUCED GRAPHENE OXIDE"	1
"REDUCTION"	2
"REFERENCE MATERIAL"	1
"REFLECTANCE"	2
"REFLECTANCE SPECTROSCOPY"	1
"REFLECTED AND TRANSMITTED THZ PULSE"	2
"REFLECTED PRESSURE"	1
"REFLECTED THZ PULSE"	4
"REFLECTION"	2
"REFLECTION COEFFICIENT"	2
"REFLECTION CROSS SECTION"	1
"REFLECTION SPECTROSCOPY"	2
"REFLECTOMETRY"	1
"REGENERATION"	1
"REGRESSION ANALYSIS"	1
"REHABILITATION"	2
"REHM-WELLER QUENCHING THEORY"	1
"REINFORCED CONCRETE"	1
"REINFORCEMENTS"	1
"REINFORCING AGENT"	1
"RELATIVE HUMIDITY"	1
"RELATIVE PERFORMANCE"	2
"RELAXATION SYSTEMS"	1
"RELAXOMETRY"	1
"RELIABILITY"	3
"REMEDIATION"	4
"REMOTE"	4
"REMOTE ANALYSIS"	1
"REMOTE DETECTION"	5
"REMOTE EXPLOSIVES SCENT TRACING (REST)"	1
"REMOTE LIBS"	1
"REMOTE MEASUREMENT"	1
"REMOTE OPERATION"	1
"REMOTE RAMAN"	1
"REMOTE RAMAN AND LIBS SYSTEM"	1
"REMOTE RAMAN THROUGH FLUORESCENT PLASTIC"	1
"REMOTE SAMPLING"	1
"REMOTE SENSING"	9
"REMOVAL"	3
"REMOVAL EFFICIENCY"	1
"REMPI"	1
"REPEATED EXPOSURES"	1
"REPRESENTATIVE VOLUME ELEMENT"	1
"REPRODUCIBILITY"	1
"REPRODUCTION"	1
"REPTILES"	2
"RESIDUAL ACID"	1
"RESIDUE"	3
"RESIDUE DISTRIBUTION"	1
"RESIDUES"	6
"RESOLUTION"	1
"RESOLVING INTERFERENCES"	1
"RESONANCE"	1
"RESONANCE-ENHANCED IONIZATION"	1
"RESONANCE ENHANCED"	1
"RESONANCE FREQUENCIES"	1
"RESONANCE LIGHT SCATTERING (RLS)"	1
"RESONANCE RADIOGRAPHY"	1
"RESONANCE RAMAN SPECTROSCOPY"	4
"RESONANT ACOUSTIC MIXING"	1
"RESONANT FREQUENCY"	1
"RESONANT HEATING"	1
"RESONANT MIXING"	1
"RESPONSE"	1
"RESPONSE SPEED"	1
"RESS"	1
"REST SAMPLING"	1
"RESUSCITATION"	1
"RETICULOCYTOSIS"	1
"REUSABILITY"	2
"REVERSE OSMOSIS"	1
"REVIEW"	11
"RF INDUCTION ION SOURCE"	1
"RGB COLOR SYSTEM"	1
"RGO"	1
"RGO-SRTIO3 NANOCOMPOSITE"	1
"RHEOLOGY"	2
"RHIZOREMEDIATION"	1
"RHODAMINE"	1
"RHODIUM NANOPARTICLE"	1
"RHODOCOCCUS"	2
"RHODOCOCCUS SP. NJUST16"	1
"RIBOSOMAL INTERGENIC SPACER"	1
"RICE STEM"	1
"RING-OPENING MECHANISM"	1
"RING RESONATOR"	1
"RISK"	1
"RISK ASSESSMENT"	4
"RISLEY BEAM STEERING"	1
"RISLEY PRISMS"	1
"RIVERBANK FILTRATION"	1
"ROC CURVES"	2
"ROCK EMULSION EXPLOSIVE"	1
"ROOM-TEMPERATURE OPERATION"	1
"ROOM-TEMPERATURE PHOSPHORESCENCE (RTP)"	2
"ROOM TEMPERATURE IONIC LIQUIDS"	1
"ROOT CAUSE ANALYSIS"	1
"ROOT CAUSE MAP"	1
"ROTATIONAL SPECTROSCOPY"	1
"ROUGH SURFACE DEFORMATION"	1
"ROUGHNESS"	1
"ROUND-ROBIN TEST"	2
"ROV"	1
"ROYAL DEMOLITION EXPLOSIVE (RDX) ASSAY"	1
"RR-P3HT"	1
"RRS"	1
"RULES AND PRACTICE"	1
"RUMEN"	2
"RUNAWAY INHIBITOR"	1
"RUNAWAY REACTION"	1
"RUTHENIUM"	1
"RUTHENIUM COMPLEXES"	1
"S-MATRIX"	1
"SADT"	1
"SAFE RADIUS"	1
"SAFETY"	10
"SAFETY ASSESSMENT"	1
"SAFETY CULTURE"	1
"SAFETY MANAGEMENT"	1
"SAFETY MANAGEMENT SYSTEM"	1
"SAFETY MEASURES"	1
"SAFETY PERFORMANCES"	1
"SAFETY PROPERTIES"	1
"SAFETY TESTING"	1
"SAFETY TESTING PROTOCOLS"	1
"SALDI-TOF-MASS SPECTROMETRY"	1
"SALINITY"	1
"SALT PARTICLE"	1
"SALTING-OUT"	1
"SALTING-OUT COEFFICIENT"	1
"SALTING-OUT EFFECT"	1
"SAM"	1
"SAMPLE CATCHERS"	1
"SAMPLE INJECTION SCHEMES"	1
"SAMPLE INTRODUCTION"	1
"SAMPLE LOCATION"	1
"SAMPLE PRECONCENTRATION"	1
"SAMPLE PREPARATION"	3
"SAMPLING"	5
"SAMPLING CHAMBER"	1
"SAMS"	1
"SAND ANALYSIS"	1
"SAND TEST"	1
"SAS PROCESS"	1
"SATURATED SOIL"	1
"SAVE HANDLING"	1
"SAW"	3
"SAW CHEMICAL SENSORS"	2
"SAW OSCILLATOR"	1
"SBR"	1
"SBRS TECHNIQUE"	1
"SBSE"	1
"SCALE-UP"	1
"SCALED DISTANCE"	1
"SCANNER"	1
"SCANNING ELECTRON MICROSCOPE ENERGY DISPERSIVE SPECTROSCOPY (SEM/EDS)"	1
"SCANNING ELECTRON MICROSCOPY (SEM)"	7
"SCANNING ELECTRON MICROSCOPY ENERGY DISPERSIVE X-RAY SPECTROSCOPY"	1
"SCANNING PROBE MICROSCOPE"	1
"SCANNING PROBE MICROSCOPY"	1
"SCANNING TUNNELLING MICROSCOPY"	1
"SCANNING VIDEO DENSITOMETRY"	1
"SCATTERING"	2
"SCBS"	1
"SCENE"	1
"SCENT COLLECTION"	1
"SCENT DETECTION"	1
"SCHIFF-BASE REACTION"	1
"SCHIFF BASE"	1
"SCHMIDT-CASSEGRAIN"	1
"SCHOTTKY JUNCTION"	1
"SCHOTTKY SENSOR"	1
"SCINTILLATION DETECTORS"	3
"SCINTILLATOR"	1
"SCOURING"	1
"SCREEN-PRINTED ELECTRODE"	2
"SCREEN-PRINTED ELECTRODES"	3
"SCREEN PRINTED CARBON ELECTRODES"	1
"SCREEN PRINTED ELECTRODES"	1
"SCREENING"	3
"SCREENING METHOD"	1
"SCREENING TECHNIQUES"	1
"SCREENING TESTS"	1
"SCREENS"	1
"SDS"	1
"SEA TURTLE"	1
"SEA WATER"	1
"SEALED-TUBE NEUTRON GENERATOR"	1
"SEARCH AND RECOVERY"	1
"SEARCH FOR RADIOACTIVE AND FISSILE MATERIALS"	2
"SEARCH OF IED"	1
"SEARCH WITH X-RAYS"	1
"SEAWATER"	5
"SECONDARY ELECTROSPRAY IONIZATION"	1
"SECONDARY EXPLOSIVE"	1
"SECONDARY EXPLOSIVE CRYSTALS"	1
"SECONDARY GROWTH"	1
"SECONDARY SHOCK WAVES"	1
"SECURITY"	18
"SECURITY-RELEVANT SUBSTANCES"	2
"SECURITY APPLICATIONS"	4
"SECURITY SCREENING"	7
"SECURITY SCREENING FOOTWEAR AND LUGGAGE"	1
"SECURITY STANDARDS"	1
"SEDIMENT"	3
"SEDIMENT BUFFERING CAPACITY"	1
"SEDIMENT QUALITY BENCHMARKS"	1
"SEDIMENT SCREENING"	1
"SEGMENTATION"	1
"SEGMENTED CONJUGATED POLYMER"	3
"SEIZURES"	2
"SELECTED ION FLOW TUBEÒMASS SPECTROMETRY"	1
"SELECTION CRITERIA"	1
"SELECTIVE ADSORPTION"	1
"SELECTIVE BREEDING"	1
"SELECTIVE DETECTION"	3
"SELECTIVE EXPLOSIVES ANALYSIS"	1
"SELECTIVE EXPLOSIVES PRECONCENTRATION"	1
"SELECTIVE EXPLOSIVES RETENTION"	1
"SELECTIVE EXPLOSIVES SEPARATIONS"	1
"SELECTIVE EXTRACTION PROCEDURE"	1
"SELECTIVE REACTANT ION CHEMISTRY"	1
"SELECTIVE SAMPLING"	1
"SELECTIVE SENSING"	3
"SELECTIVE SORBENT"	1
"SELECTIVE SPME"	1
"SELECTIVE TRITOPIC SENSOR"	1
"SELECTIVITY"	5
"SELECTIVITY AND SENSITIVITY"	2
"SELF-ACCELERATING DECOMPOSITION TEMPERATURE"	1
"SELF-ASSEMBLED MONOLAYER"	4
"SELF-ASSEMBLED MONOLAYER FILM"	1
"SELF-ASSEMBLY"	9
"SELF-DIFFUSION COEFFICIENT (SDC)"	1
"SELF-HEALING"	1
"SELF-ORGANIZATION"	1
"SELF-SENSITIZED"	1
"SELF ASSEMBLED MONOLAYER"	1
"SELF ASSEMBLY"	1
"SELF HEAT RATE"	1
"SEM-EDS"	2
"SEM-EDX"	1
"SEMANTIC ENRICHMENT"	1
"SEMI-QUANTITATIVE ANALYSIS"	1
"SEMI-SUPERVISED LEARNING"	1
"SEMICONDUCTOR"	2
"SEMICONDUCTOR BRIDGE"	1
"SEMICONDUCTOR SENSOR"	1
"SEMTEX"	3
"SEMTEX-H"	1
"SENSING"	9
"SENSING DEVICE"	1
"SENSING ELECTRODE"	1
"SENSING FOR PA"	1
"SENSING MATERIAL"	1
"SENSING OF EXPLOSIVES"	1
"SENSING OF NITRO-EXPLOSIVES"	1
"SENSING PROPERTIES"	1
"SENSITIVENESS"	1
"SENSITIVITIES"	4
"SENSITIVITY"	41
"SENSITIVITY PROPERTIES"	1
"SENSITIVITY PROPERTY"	2
"SENSITIVITY TO FRICTION"	2
"SENSITIVITY TO IMPACT AND SHOCK"	1
"SENSITIVITYS"	1
"SENSITIZER"	1
"SENSITIZERS"	1
"SENSOR"	86
"SENSOR APPLICATION"	1
"SENSOR ARRAY"	5
"SENSOR ARRAYS"	3
"SENSOR NETWORK (SN)"	1
"SENSOR NETWORKS"	1
"SENSOR SIGNAL FEATURES EXTRACTION"	1
"SENSOR STABILITY"	1
"SENSOR SYSTEMS"	1
"SENSORY ARRAY"	1
"SENSORY POLYMERS"	1
"SEPARATION"	1
"SEPARATION DISTANCE"	1
"SEPARATION MECHANISM"	1
"SEPARATION SCIENCE"	1
"SEPARATION TECHNIQUE"	1
"SERS"	16
"SERS DETECTION"	2
"SERS SUBSTRATES"	1
"SEWAGE EPIDEMIOLOGY"	1
"SHALLOW BURIED MINE"	2
"SHAPE-CONTROLLED SYNTHESIS"	1
"SHAPED CHARGE"	2
"SHAPED CHARGE EXPLOSIVE"	1
"SHEEP"	1
"SHEEPSHEAD MINNOW"	1
"SHEET EXPLOSIVES"	1
"SHELF LIFE"	1
"SHELF LIFE ASSESSMENT"	2
"SHIELD EFFECT"	1
"SHIELDING"	1
"SHIFT REAGENT"	1
"SHOCK"	5
"SHOCK-TO-DETONATION TRANSITION"	1
"SHOCK INITIATION"	2
"SHOCK INITIATION EXPERIMENT"	1
"SHOCK PRESSURE"	1
"SHOCK SENSITIVITY"	2
"SHOCK TUBE"	3
"SHOCK WAVE"	3
"SHOCK WAVE INTERACTION"	1
"SHOCK WAVE PROPAGATION"	1
"SHOCK WAVE THEORY"	1
"SHOCK WAVES"	3
"SHOCKS"	2
"SHOCKWAVE"	1
"SHORT-DURATION PULSE"	1
"SHORT-TIME MATRIX PENCIL METHOD"	1
"SHORT-WAVE INFRARED (SWIR)"	1
"SHORT TANDEM REPEAT (STR)"	1
"SHPB"	1
"SI-PIN PHOTODIODES"	1
"SIDE ATTACK EXPLOSIVE DETECTION"	1
"SIEVING"	2
"SIGNAL-TO-NOISE RATIO(SNR)"	1
"SIGNAL DETECTION"	1
"SIGNAL ENHANCEMENT"	1
"SIGNAL PROCESSING"	4
"SIGNATURE"	1
"SIGNATURE ANALYSIS"	1
"SIGNATURE COMPOUNDS"	1
"SIGNIFICANCE"	1
"SILAFLUORENE"	1
"SILANE TETHER"	1
"SILICA"	1
"SILICA GEL"	1
"SILICA NANOPARTICLE"	1
"SILICA NANOPARTICLES"	1
"SILICA NANOPORES"	1
"SILICATE SOL-GEL"	1
"SILICATES"	1
"SILICON"	3
"SILICON NANOWIRE FET"	1
"SILICON QUANTUM DOTS"	1
"SILICON SINGLE CRYSTAL"	1
"SILOLE"	2
"SILOXANE BASED COATINGS"	1
"SILSESQUIOXANE"	1
"SILVER"	1
"SILVER NANODENDRITES"	1
"SILVER NANOPARTICLES"	5
"SILVER NANOPARTICLES (AG NP)"	1
"SILVER NANOSTRUCTURES"	1
"SILVER PHTHALOCYANINE"	1
"SILYLATION"	1
"SIMPLISMA"	1
"SIMS"	1
"SIMULATION"	3
"SIMULTANEITY"	1
"SIMULTANEOUS ANALYSIS"	1
